Rank,Name,week,DB,MAN %,FP/DB,ZONE %,FP/DB,1-HI/MOF C %,FP/DB,2-HI/MOF O %,FP/DB,COVER 0 %,COVER 1 %,COVER 2 %,COVER 2 MAN %,COVER 3 %,COVER 4 %,COVER 6 %,Season
26,HOU,6,30,0.267,0.29,0.633,0.23,0.433,0.37,0.567,0.61,0.067,0.2,0.1,0,0.233,0.233,0.067,2023
27,TEN,6,30,0.133,0.1,0.767,0.27,0.333,0.02,0.667,0.33,0.033,0.1,0.033,0,0.233,0.333,0.167,2023
28,DEN,6,29,0.276,-0.07,0.69,0.46,0.345,0,0.655,0.46,0.034,0.172,0.172,0.069,0.172,0.31,0.034,2023
29,WAS,6,29,0.379,0.65,0.517,0.16,0.345,0.2,0.655,0.85,0,0.172,0.207,0.207,0.172,0.069,0.069,2023
30,LA,6,28,0.143,0.5,0.679,0.59,0.429,0.37,0.571,0.55,0,0.143,0,0,0.286,0.393,0,2023
1,NO,7,59,0.119,0.77,0.831,0.23,0.458,0.39,0.542,0.19,0.017,0.102,0.136,0,0.339,0.22,0.136,2023
2,DET,7,58,0.19,0.26,0.759,0.17,0.466,0.21,0.534,0.15,0.017,0.138,0.069,0.034,0.31,0.241,0.138,2023
3,WAS,7,49,0.551,0.26,0.388,0.15,0.653,0.25,0.347,0.12,0.082,0.429,0.041,0.041,0.224,0.122,0,2023
4,BUF,7,46,0.543,0.56,0.457,0.19,0.587,0.24,0.413,0.61,0.196,0.304,0.087,0.043,0.283,0.087,0,2023
5,TB,7,46,0.109,0.09,0.783,0.46,0.196,0.34,0.804,0.38,0,0.109,0.087,0,0.087,0.239,0.37,2023
6,LV,7,46,0.196,0.51,0.696,0.13,0.652,0.03,0.348,0.51,0.043,0.152,0.109,0,0.5,0.065,0.022,2023
7,KC,7,45,0.467,0.57,0.467,0.6,0.489,0.98,0.511,0.59,0.133,0.333,0.022,0,0.244,0.156,0.044,2023
8,MIN,7,45,0.2,0.95,0.711,0.42,0.622,0.42,0.356,0.65,0.022,0.178,0.067,0,0.444,0.2,0,2023
9,CLE,7,40,0,0,0.9,0.16,0.6,0.06,0.4,0.27,0,0,0.175,0,0.575,0.1,0.05,2023
10,ARI,7,39,0.051,0.32,0.923,0.16,0.513,0.11,0.487,0.23,0,0.051,0.026,0,0.436,0.256,0.205,2023
11,PHI,7,36,0.278,1.04,0.694,0.32,0.528,0.36,0.472,0.71,0.111,0.167,0,0,0.361,0.111,0.222,2023
12,LAC,7,36,0.306,0.86,0.611,0.21,0.333,0.44,0.667,0.32,0.083,0.167,0.278,0.056,0.111,0.028,0.194,2023
13,MIA,7,36,0.111,1.27,0.861,0.2,0.389,0.41,0.611,0.27,0,0.083,0.333,0.028,0.306,0.222,0,2023
14,NYG,7,36,0.25,0.06,0.722,0.76,0.694,0.56,0.306,0.55,0,0.25,0.111,0,0.444,0.167,0,2023
15,JAX,7,35,0.2,0.65,0.771,0.51,0.429,0.47,0.571,0.59,0,0.2,0.286,0,0.2,0.257,0.029,2023
16,GB,7,34,0.294,0.61,0.676,0.43,0.647,0.41,0.353,0.57,0.029,0.265,0.118,0,0.382,0.029,0.147,2023
17,SF,7,33,0.212,1.24,0.758,0.24,0.545,0.25,0.455,0.67,0.121,0.091,0.182,0,0.485,0.091,0,2023
18,NE,7,33,0.182,1.11,0.788,0.35,0.455,0.48,0.545,0.7,0.061,0.121,0.152,0,0.333,0.212,0.091,2023
19,CHI,7,33,0.091,0.32,0.818,0.28,0.455,0.35,0.545,0.42,0.061,0.03,0.091,0,0.394,0.273,0.061,2023
20,BAL,7,33,0.364,0.9,0.576,0.7,0.727,0.86,0.273,0.87,0,0.364,0,0,0.364,0.212,0,2023
21,LA,7,32,0.469,0.39,0.469,0.13,0.563,0.3,0.438,0.55,0,0.406,0.125,0.063,0.156,0.156,0.031,2023
22,DEN,7,31,0.355,0.95,0.613,0.18,0.71,0.53,0.29,0.24,0,0.355,0.097,0,0.323,0.097,0.097,2023
23,IND,7,30,0.533,1.13,0.467,0.93,0.7,1.24,0.3,0.56,0.133,0.4,0.133,0,0.3,0,0.033,2023
24,SEA,7,28,0.107,0.29,0.893,0.64,0.5,0.28,0.5,0.91,0,0.107,0.071,0,0.393,0.321,0.107,2023
25,PIT,7,28,0.179,0.54,0.714,0.29,0.464,0.44,0.536,0.25,0,0.143,0.036,0.036,0.25,0.357,0.071,2023
26,ATL,7,28,0.143,0.15,0.75,0.56,0.286,0.68,0.714,0.3,0.036,0,0.143,0.107,0.286,0.179,0.143,2023
1,SEA,10,49,0.245,0.66,0.735,0.45,0.388,0.3,0.612,0.61,0.041,0.163,0.245,0.041,0.224,0.122,0.143,2023
2,NO,10,47,0.149,0.41,0.83,0.34,0.468,0.22,0.532,0.45,0.043,0.085,0.447,0.021,0.362,0.021,0,2023
3,WAS,10,47,0.213,0.56,0.787,0.51,0.489,0.36,0.511,0.68,0,0.213,0.064,0,0.277,0.319,0.128,2023
4,CIN,10,47,0.191,0.11,0.787,0.57,0.34,0.16,0.66,0.63,0,0.191,0.106,0,0.149,0.213,0.319,2023
5,CLE,10,46,0.326,0.21,0.587,0.28,0.587,0.15,0.413,0.59,0.022,0.304,0.043,0,0.283,0.152,0.109,2023
6,NYJ,10,46,0.13,0.63,0.848,0.29,0.522,0.46,0.478,0.18,0.043,0.087,0.239,0,0.413,0.174,0.022,2023
7,DAL,10,46,0.326,0.97,0.543,0.52,0.522,1.01,0.478,0.75,0.043,0.283,0.043,0,0.239,0.152,0.109,2023
8,CAR,10,44,0.205,0.47,0.795,0.14,0.614,0.23,0.386,0.17,0,0.205,0.114,0,0.409,0.159,0.114,2023
9,GB,10,43,0.279,1.05,0.674,0.24,0.558,0.41,0.442,0.46,0.023,0.233,0.209,0.023,0.302,0.07,0.093,2023
10,TEN,10,43,0.233,0.18,0.721,0.17,0.581,0.17,0.419,0.15,0,0.186,0.209,0.047,0.395,0.07,0.047,2023
11,MIN,10,41,0.293,0.34,0.634,0.51,0.366,0.4,0.634,0.69,0.024,0.268,0.244,0,0.098,0.268,0.024,2023
12,LAC,10,41,0.341,0.35,0.61,0.8,0.659,0.61,0.341,0.91,0.024,0.317,0.122,0,0.341,0.146,0,2023
13,HOU,10,41,0.268,0.1,0.634,0.42,0.732,0.44,0.268,0.89,0.049,0.22,0.073,0,0.463,0.073,0.024,2023
14,JAX,10,39,0.231,0.25,0.744,0.1,0.513,0.14,0.487,0.13,0,0.231,0.103,0,0.282,0.256,0.103,2023
15,NYG,10,37,0.27,0.44,0.676,0.23,0.73,0.36,0.27,0.48,0.054,0.216,0.108,0,0.459,0.108,0,2023
16,CHI,10,37,0.135,0.14,0.865,0.23,0.73,0.23,0.27,0.17,0,0.135,0.054,0,0.595,0.027,0.189,2023
17,DEN,10,37,0.216,0.66,0.73,0.33,0.378,0.29,0.622,0.63,0.054,0.081,0.162,0.081,0.297,0.108,0.162,2023
18,ARI,10,36,0.194,0.19,0.778,0.33,0.5,0.41,0.5,0.2,0.028,0.167,0.111,0,0.333,0.111,0.222,2023
19,TB,10,34,0.294,0.3,0.647,0.74,0.618,0.7,0.382,0.34,0,0.294,0.147,0,0.324,0.147,0.029,2023
20,NE,10,34,0.118,0.39,0.824,0.19,0.441,0.32,0.559,0.17,0,0.118,0.176,0,0.324,0.147,0.176,2023
21,DET,10,33,0.242,0.16,0.727,0.84,0.758,0.3,0.242,1.74,0.061,0.182,0,0,0.545,0.121,0.061,2023
22,BAL,10,30,0.5,0.68,0.5,0.2,0.833,0.48,0.167,0.26,0.033,0.467,0.133,0,0.367,0,0,2023
23,LV,10,30,0.333,0.02,0.633,0.24,0.533,0.19,0.467,0.44,0,0.333,0,0,0.2,0.267,0.167,2023
24,SF,10,30,0.133,1.81,0.733,0.75,0.7,1.03,0.3,0.27,0,0.133,0.1,0,0.533,0.033,0.067,2023
25,IND,10,28,0.464,0.4,0.536,0.1,0.679,0.32,0.321,0.08,0.036,0.429,0.214,0,0.25,0.071,0,2023
26,ATL,10,27,0.185,1.04,0.778,0.29,0.259,0.87,0.741,0.26,0.074,0.111,0.222,0,0.148,0.296,0.111,2023
27,BUF,10,27,0.148,1.74,0.852,0.38,0.667,0.65,0.333,0.45,0,0.148,0,0,0.519,0.074,0.259,2023
28,PIT,10,26,0.385,0.27,0.615,0.24,0.654,0.25,0.346,0.25,0.038,0.308,0.115,0.038,0.346,0.115,0.038,2023
1,NYJ,9,58,0.086,0.05,0.862,0.17,0.293,0.1,0.707,0.18,0.017,0.052,0.121,0.017,0.241,0.052,0.448,2023
2,DAL,9,53,0.472,0.63,0.509,0.44,0.642,0.64,0.358,0.35,0,0.396,0.132,0.075,0.226,0.094,0.057,2023
3,WAS,9,51,0.549,0.42,0.431,0.38,0.588,0.32,0.412,0.45,0.098,0.392,0.235,0.059,0.196,0,0,2023
4,CAR,9,48,0.042,0.65,0.917,0.15,0.292,0.41,0.708,0.18,0,0.042,0.333,0,0.25,0.125,0.208,2023
5,MIN,9,47,0.128,1.64,0.745,0.41,0.362,0.41,0.638,0.74,0.043,0.064,0.128,0.021,0.298,0.17,0.149,2023
6,NE,9,46,0.565,0.32,0.435,0.2,0.5,0.39,0.5,0.14,0.022,0.478,0.109,0.065,0.043,0.217,0.065,2023
7,CIN,9,46,0.348,0.62,0.522,0.34,0.457,0.36,0.5,0.66,0,0.283,0.13,0.065,0.261,0.065,0.065,2023
8,TEN,9,45,0.311,0.15,0.6,0.29,0.733,0.19,0.267,0.33,0,0.311,0.156,0,0.4,0,0.044,2023
9,HOU,9,45,0.133,1.35,0.778,0.75,0.444,1.19,0.556,0.6,0,0.133,0.2,0,0.311,0.2,0.067,2023
10,BUF,9,44,0.273,0.72,0.705,0.44,0.409,0.81,0.591,0.3,0,0.273,0.25,0,0.136,0.182,0.136,2023
11,NYG,9,42,0.071,0.19,0.833,0.21,0.619,0.14,0.31,0.67,0,0.071,0.167,0,0.548,0.095,0.024,2023
12,ATL,9,42,0.19,1.08,0.786,0.22,0.714,0.22,0.286,0.76,0.095,0.095,0.119,0,0.619,0.048,0,2023
13,BAL,9,38,0.184,0.31,0.737,0.31,0.711,0.3,0.289,0.65,0.026,0.158,0,0,0.553,0.132,0.053,2023
14,MIA,9,38,0.289,0.59,0.711,0.22,0.263,0.84,0.737,0.14,0.026,0.158,0.132,0.105,0.105,0.263,0.211,2023
15,CHI,9,37,0.297,0.84,0.703,0.36,0.514,0.8,0.486,0.18,0,0.216,0.297,0.081,0.297,0.081,0.027,2023
16,LAC,9,37,0.27,0.26,0.73,0.17,0.486,0.3,0.514,0.09,0.027,0.243,0,0,0.243,0.432,0.054,2023
17,NO,9,36,0.194,1.54,0.722,0.22,0.556,0.49,0.444,0.7,0.028,0.167,0.111,0,0.389,0.111,0.111,2023
18,CLE,9,34,0.118,2.19,0.794,0.36,0.412,0.88,0.588,0.33,0,0.118,0.118,0,0.235,0.412,0.029,2023
19,KC,9,34,0.265,1.32,0.676,0.2,0.529,0.58,0.471,0.39,0.059,0.206,0,0,0.324,0.206,0.147,2023
20,TB,9,34,0.147,0.19,0.735,0.53,0.441,0.34,0.559,0.74,0,0.147,0.088,0,0.265,0.235,0.147,2023
21,SEA,9,33,0.242,0.22,0.697,0.17,0.606,0.25,0.394,-0.02,0,0.242,0.152,0,0.364,0,0.182,2023
22,LA,9,32,0.188,0.2,0.813,0.15,0.438,0.23,0.563,0.1,0,0.188,0.281,0,0.25,0.031,0.25,2023
23,ARI,9,32,0.125,-0.2,0.875,0.1,0.5,0.08,0.5,0.05,0,0.125,0.438,0,0.375,0,0.063,2023
24,PHI,9,32,0.406,1.04,0.594,0.3,0.531,0.86,0.469,0.3,0,0.375,0.156,0.031,0.156,0.281,0,2023
25,GB,9,31,0.226,0.41,0.742,0.48,0.645,0.32,0.355,0.68,0,0.226,0.065,0,0.419,0.161,0.097,2023
26,PIT,9,30,0.167,1.08,0.767,0.21,0.3,0.22,0.7,0.4,0.067,0.1,0.233,0,0.2,0.167,0.167,2023
27,IND,9,28,0.107,0,0.821,0.23,0.786,0.16,0.214,1.03,0,0.107,0.143,0,0.643,0.036,0,2023
28,LV,9,25,0.48,0.34,0.32,0.38,0.48,0.37,0.36,0.32,0,0.48,0.04,0,0.08,0.2,0,2023
1,WAS,8,55,0.309,0.51,0.691,0.61,0.582,0.68,0.418,0.44,0,0.309,0.2,0,0.255,0.109,0.127,2023
2,PIT,8,50,0.06,1.63,0.88,0.21,0.44,0.39,0.56,0.17,0,0.06,0.22,0,0.34,0.08,0.24,2023
3,GB,8,49,0.143,0,0.776,0.3,0.51,0.3,0.49,0.33,0.041,0.102,0.224,0,0.408,0.122,0.02,2023
4,MIA,8,49,0.327,0.49,0.612,0.39,0.571,0.21,0.429,0.92,0.082,0.184,0.122,0.061,0.388,0.102,0,2023
5,TB,8,48,0.167,1.24,0.813,0.24,0.375,0.43,0.625,0.39,0.021,0.104,0.125,0.042,0.271,0.313,0.104,2023
6,BUF,8,45,0.333,0.29,0.622,0.62,0.711,0.42,0.289,0.63,0,0.311,0.089,0.022,0.378,0.133,0.022,2023
7,IND,8,44,0.386,0.29,0.5,0.47,0.614,0.22,0.386,0.57,0.045,0.341,0.159,0,0.182,0.114,0.045,2023
8,KC,8,44,0.114,0.24,0.864,0.19,0.295,0.21,0.705,0.19,0,0.114,0.159,0,0.182,0.341,0.182,2023
9,NYJ,8,43,0.651,0.25,0.326,0.59,0.791,0.21,0.209,0.87,0,0.605,0.093,0.047,0.163,0.023,0.047,2023
10,ATL,8,43,0.14,0.51,0.791,0.21,0.442,0.22,0.558,0.44,0,0.14,0.209,0,0.302,0.279,0,2023
11,ARI,8,41,0.244,0.51,0.707,0.37,0.439,0.21,0.537,0.55,0,0.22,0.195,0.024,0.22,0.195,0.098,2023
12,LAC,8,41,0.39,0.49,0.585,0.49,0.732,0.51,0.268,0.79,0,0.366,0.073,0.024,0.366,0.146,0,2023
13,DAL,8,41,0.171,1.07,0.756,0.59,0.439,0.63,0.561,0.78,0.024,0.146,0.073,0,0.293,0.146,0.244,2023
14,PHI,8,41,0.317,1.03,0.659,0.44,0.39,0.55,0.61,0.82,0.024,0.22,0.268,0.073,0.171,0.195,0.024,2023
15,CAR,8,40,0.25,0.83,0.7,0.22,0.4,0.44,0.6,0.32,0.075,0.175,0.025,0,0.225,0.325,0.125,2023
16,MIN,8,39,0.205,0.9,0.744,0.43,0.641,0.64,0.359,0.25,0,0.205,0.051,0,0.436,0.256,0,2023
17,SF,8,39,0.179,0.45,0.744,0.39,0.641,0.42,0.359,0.77,0,0.179,0.154,0,0.462,0.103,0.026,2023
18,CHI,8,39,0.077,0.09,0.923,0.2,0.333,0.09,0.667,0.25,0,0.077,0.231,0,0.256,0.179,0.256,2023
19,DET,8,38,0.263,0.17,0.711,0.44,0.447,0.45,0.553,0.29,0.026,0.237,0.211,0,0.211,0.053,0.237,2023
20,CIN,8,38,0.237,1.28,0.658,0.42,0.553,0.76,0.447,0.62,0,0.211,0.053,0.026,0.342,0.158,0.105,2023
21,SEA,8,38,0.421,0.48,0.553,0.2,0.842,0.3,0.158,1.11,0,0.421,0.105,0,0.421,0,0.026,2023
22,CLE,8,37,0.108,0.28,0.838,0.37,0.486,0.56,0.514,0.13,0,0.108,0,0,0.378,0.324,0.135,2023
23,JAX,8,36,0.361,0.41,0.611,0.46,0.833,0.24,0.167,1.39,0,0.361,0.083,0,0.472,0.028,0.028,2023
24,LA,8,35,0.343,0.41,0.657,0.31,0.743,0.37,0.257,0.26,0,0.314,0.143,0.029,0.457,0.057,0,2023
25,BAL,8,32,0.219,0.27,0.688,0.2,0.406,0.19,0.5,0.23,0,0.219,0.063,0,0.188,0.375,0.063,2023
26,TEN,8,32,0.156,0.1,0.844,0.94,0.5,0.43,0.5,1.19,0,0.125,0.25,0.031,0.375,0.156,0.063,2023
27,NE,8,32,0.219,0.83,0.75,0.15,0.5,0.54,0.5,0.3,0.063,0.156,0,0,0.344,0.156,0.25,2023
28,NO,8,31,0.065,1.02,0.935,0.7,0.613,0.66,0.387,0.82,0.032,0.032,0,0,0.581,0.258,0.097,2023
29,DEN,8,30,0.3,1.09,0.633,0.21,0.4,0.75,0.6,0.5,0,0.233,0.333,0.067,0.167,0.1,0.033,2023
30,LV,8,28,0.214,0,0.786,0.22,0.393,0.21,0.607,0.16,0.036,0.179,0.179,0,0.214,0.214,0.179,2023
31,HOU,8,27,0.037,0.44,0.963,0.24,0.63,0.17,0.37,0.4,0,0.037,0.111,0,0.593,0.074,0.185,2023
32,NYG,8,24,0.458,0.17,0.5,0.07,0.5,0.16,0.5,0.07,0.083,0.375,0.042,0,0.083,0.25,0.125,2023
1,WAS,11,52,0.135,1,0.808,0.17,0.481,0.57,0.519,0.24,0,0.096,0.019,0.038,0.385,0.231,0.173,2023
2,TB,11,50,0.12,0.83,0.82,0.2,0.56,0.27,0.44,0.21,0.04,0.08,0.1,0,0.48,0.2,0.04,2023
3,KC,11,50,0.38,0.35,0.58,0.39,0.6,0.46,0.4,0.21,0.12,0.26,0.02,0,0.32,0.02,0.22,2023
4,CLE,11,45,0.267,0.25,0.667,0.12,0.622,0.23,0.378,0,0,0.222,0.089,0.044,0.4,0.044,0.133,2023
5,GB,11,44,0.273,0.54,0.659,0.5,0.568,0.41,0.432,0.56,0,0.227,0.114,0.045,0.341,0.045,0.159,2023
6,LAC,11,44,0.273,0.48,0.636,0.56,0.705,0.61,0.295,0.53,0,0.273,0.068,0,0.432,0.023,0.114,2023
7,LV,11,43,0.07,0,0.93,0.3,0.395,0.22,0.605,0.31,0.023,0.047,0.07,0,0.349,0.163,0.349,2023
8,DAL,11,42,0.19,0.56,0.81,0.35,0.643,0.33,0.357,0.5,0.071,0.119,0.071,0,0.524,0.119,0.095,2023
9,HOU,11,42,0.167,-0.07,0.81,0.59,0.357,0.97,0.643,0.15,0.048,0.119,0.024,0,0.238,0.5,0.048,2023
10,SEA,11,42,0.31,0.19,0.619,0.22,0.619,0.29,0.381,0.31,0,0.262,0,0.048,0.357,0.19,0.071,2023
11,MIA,11,41,0.024,4.44,0.902,0.4,0.512,0.4,0.488,0.56,0.024,0,0.122,0,0.488,0.195,0.098,2023
12,CIN,11,41,0.317,1.07,0.634,0.19,0.634,0.46,0.366,0.51,0.049,0.268,0.073,0,0.366,0.122,0.073,2023
13,NYJ,11,39,0.179,0.19,0.744,0.08,0.41,0.18,0.59,0.25,0,0.128,0.205,0.051,0.282,0.205,0.051,2023
14,DET,11,38,0.105,0.13,0.868,0.3,0.632,0.08,0.368,0.93,0,0.105,0.053,0,0.526,0.184,0.105,2023
15,MIN,11,38,0.289,0.36,0.632,0.36,0.658,0.42,0.342,0.7,0,0.263,0.026,0.026,0.395,0.132,0.079,2023
16,DEN,11,37,0.135,1.15,0.865,0.27,0.297,0.82,0.703,0.2,0.108,0.027,0.432,0,0.27,0.108,0.054,2023
17,CAR,11,37,0.405,0.42,0.595,0.05,0.73,0.21,0.27,0.15,0,0.405,0.081,0,0.324,0.189,0,2023
18,ARI,11,37,0.378,0.12,0.568,0.63,0.351,0.6,0.649,0.33,0.135,0.216,0.081,0.027,0.162,0.27,0.054,2023
19,NYG,11,36,0.556,0.92,0.417,0.27,0.639,0.87,0.361,0.2,0.028,0.528,0.083,0,0.111,0.139,0.083,2023
20,BUF,11,35,0.286,0.69,0.6,0.6,0.4,1.11,0.6,0.34,0.029,0.229,0.057,0.029,0.171,0.343,0.029,2023
21,JAX,11,35,0.086,0.03,0.829,0.51,0.514,0.58,0.486,0.91,0,0.086,0.171,0,0.429,0.229,0,2023
22,PIT,11,33,0.303,0.08,0.667,0.18,0.636,0.12,0.364,0.23,0.03,0.273,0.273,0,0.364,0,0.03,2023
23,LA,11,33,0.03,-1,0.818,0.29,0.667,0.26,0.333,0.46,0,0.03,0.03,0,0.576,0.121,0.091,2023
24,BAL,11,33,0.333,1.02,0.606,0.25,0.576,0.71,0.424,0.5,0.061,0.273,0.152,0,0.303,0.121,0.03,2023
25,SF,11,31,0.323,1.43,0.677,0.6,0.71,1.06,0.29,0.39,0.032,0.258,0.032,0.032,0.452,0.065,0.129,2023
26,CHI,11,29,0.31,1.16,0.655,0.28,0.586,0.76,0.414,0.24,0.034,0.276,0.207,0,0.31,0.103,0.034,2023
27,PHI,11,28,0.357,0,0.643,0.31,0.25,0.06,0.75,0.24,0.179,0.143,0.214,0.036,0.107,0.143,0.179,2023
28,TEN,11,20,0.15,1.51,0.85,0.6,0.35,0.14,0.65,1.06,0.05,0.1,0.25,0,0.25,0.15,0.2,2023
1,PHI,13,56,0.214,0.64,0.786,0.26,0.321,0.39,0.679,0.32,0.107,0.107,0.071,0,0.232,0.464,0.018,2023
2,IND,13,47,0.404,0.38,0.532,0.55,0.489,0.31,0.511,0.54,0.149,0.255,0.021,0,0.234,0.277,0,2023
3,CLE,13,46,0.065,0.15,0.87,0.31,0.478,0.15,0.522,0.58,0,0.065,0.022,0,0.413,0.283,0.152,2023
4,JAX,13,46,0.239,0.64,0.717,0.44,0.478,0.47,0.522,0.48,0.043,0.196,0.196,0,0.283,0.152,0.087,2023
5,DAL,13,46,0.065,0.27,0.848,0.47,0.457,0.64,0.543,0.45,0,0.065,0.065,0,0.326,0.391,0.065,2023
6,NYJ,13,43,0.209,0.07,0.744,0.21,0.419,0.02,0.581,0.28,0,0.209,0.349,0,0.186,0.023,0.186,2023
7,SEA,13,43,0.512,0.88,0.465,0.58,0.465,0.98,0.535,0.49,0,0.395,0.233,0.116,0.07,0.116,0.047,2023
8,CIN,13,42,0.286,0.9,0.667,0.28,0.429,0.83,0.571,0.17,0,0.19,0.095,0.095,0.238,0.119,0.214,2023
9,TEN,13,40,0.1,0.96,0.825,0.26,0.725,0.22,0.275,0.57,0.025,0.075,0.125,0,0.65,0.05,0,2023
10,KC,13,39,0.128,-0.07,0.744,0.5,0.436,0.41,0.564,0.32,0,0.128,0.128,0,0.256,0.231,0.128,2023
11,GB,13,39,0.359,0.45,0.59,0.38,0.282,0.24,0.718,0.75,0.128,0.128,0.231,0.103,0.154,0.128,0.077,2023
12,LAC,13,38,0.421,0.24,0.579,0.22,0.737,0.24,0.263,0.18,0,0.395,0.158,0.026,0.342,0.079,0,2023
13,LA,13,37,0.486,0.59,0.514,0.66,0.622,0.55,0.378,0.74,0,0.486,0.135,0,0.135,0.054,0.189,2023
14,CAR,13,35,0.314,0.15,0.629,0.21,0.714,0.19,0.286,0.14,0,0.314,0.171,0,0.371,0.086,0,2023
15,DEN,13,35,0.029,0.1,0.886,0.39,0.286,0.75,0.714,0.14,0,0.029,0.143,0,0.257,0.429,0.057,2023
16,HOU,13,35,0.143,0.3,0.829,0.51,0.543,0.37,0.457,0.58,0,0.114,0.057,0.029,0.429,0.229,0.114,2023
17,NE,13,33,0.333,0.23,0.667,0.21,0.606,0.21,0.394,0.21,0.03,0.303,0,0,0.303,0.121,0.242,2023
18,NO,13,31,0.323,0.75,0.677,0.29,0.613,0.23,0.387,0.78,0.032,0.29,0.161,0,0.323,0.194,0,2023
19,ATL,13,30,0.367,0.61,0.633,0.11,0.533,0.43,0.467,0.14,0.067,0.3,0.033,0,0.233,0.333,0.033,2023
20,PIT,13,30,0.1,0.44,0.767,0.29,0.167,0.54,0.833,0.39,0.033,0.033,0.4,0.033,0.133,0.133,0.1,2023
21,TB,13,30,0.167,0.37,0.833,0.37,0.667,0.55,0.333,0.02,0,0.133,0.067,0.033,0.533,0.067,0.167,2023
22,SF,13,30,0.3,1.5,0.667,0.58,0.767,1.01,0.233,0.84,0.1,0.2,0,0,0.533,0.033,0.1,2023
23,WAS,13,29,0.241,0.2,0.759,0.49,0.414,0.1,0.586,0.64,0.103,0.138,0.034,0,0.276,0.276,0.172,2023
24,ARI,13,27,0.481,0.54,0.519,0.32,0.63,0.5,0.37,0.3,0.037,0.444,0.222,0,0.185,0.037,0.074,2023
25,DET,13,26,0.462,0.23,0.462,1.14,0.692,0.58,0.308,0.75,0,0.462,0.077,0,0.231,0.077,0.077,2023
26,MIA,13,25,0.04,7.12,0.96,0.51,0.28,2.19,0.72,0.22,0,0.04,0.28,0,0.24,0.28,0.16,2023
1,BUF,12,57,0.333,0.67,0.667,0.54,0.579,0.63,0.421,0.51,0.053,0.281,0.088,0,0.298,0.211,0.07,2023
2,LAC,12,51,0.176,0.05,0.765,0.29,0.608,0.32,0.392,0.27,0.078,0.098,0.02,0,0.51,0.196,0.039,2023
3,DET,12,50,0.22,0.41,0.74,0.28,0.56,0.37,0.44,0.4,0,0.22,0.12,0,0.34,0.16,0.12,2023
4,ARI,12,49,0.184,0.74,0.796,0.19,0.673,0.38,0.327,0.12,0,0.184,0,0,0.49,0.163,0.143,2023
5,WAS,12,49,0.449,0.18,0.551,0.3,0.694,0.25,0.306,0.24,0,0.408,0.204,0.041,0.286,0.041,0.02,2023
6,CLE,12,47,0.277,0.19,0.638,0.15,0.638,0.19,0.362,0.33,0.021,0.255,0.043,0,0.34,0.191,0.064,2023
7,HOU,12,46,0.043,0.44,0.891,0.45,0.457,0.61,0.543,0.72,0,0.043,0.13,0,0.413,0.065,0.283,2023
8,NYJ,12,45,0.111,0.84,0.844,0.15,0.6,0.21,0.4,0.19,0,0.111,0,0,0.467,0.089,0.289,2023
9,IND,12,45,0.311,0.15,0.667,0.42,0.578,0.39,0.422,0.29,0,0.267,0.133,0.044,0.311,0.178,0.044,2023
